id,status_group
7709,functional
71149,non functional
65429,functional
2279,functional
58659,non functional
56347,functional
48037,non functional
304,functional
60334,functional
35035,functional
1632,non functional
68282,functional
52597,functional
2155,functional
56324,functional
53263,functional
66283,non functional
68297,functional
66942,non functional
408,functional
40180,functional
16240,functional
24437,functional needs repair
6210,functional
65242,functional
24615,non functional
55748,functional
10808,non functional
49461,non functional
10187,functional
30169,functional
45003,functional
29475,non functional
67368,functional
65354,functional
59864,non functional
36107,functional
17670,non functional
45099,non functional
33315,functional
1798,non functional
15625,functional
71041,functional
14802,non functional
70723,functional
36579,non functional
55771,functional
11291,functional
53452,functional
73294,functional
42193,functional
22069,functional
32094,non functional
33954,non functional
65569,functional
14971,functional
53392,functional
38014,functional
47887,functional
427,functional
47187,non functional
57770,functional
35802,non functional
5807,functional
29766,non functional
69039,non functional
25933,functional
71281,non functional
66591,non functional
44836,functional
70648,functional
24112,non functional
53139,functional
16115,non functional
12360,functional
10119,functional
6607,non functional
17198,functional
57604,functional
15591,functional
35030,functional
1602,functional
44175,non functional
34772,non functional
60568,functional
30334,functional
46063,non functional
68082,functional
51738,functional
263,functional
34532,non functional
18645,functional
1137,non functional
8187,functional
59135,functional
23404,non functional
33150,non functional
18511,functional
73329,functional
73192,functional
67741,non functional
43292,functional
72788,functional
61551,functional
17789,functional
40009,non functional
33599,functional
18995,non functional
42047,non functional
67141,functional
1661,non functional
54893,functional
46857,functional
47355,functional
71793,functional
43387,non functional
44743,non functional
33357,non functional
21868,non functional
29768,non functional
42053,functional
26585,functional
41862,non functional
37361,non functional
41897,non functional
42244,non functional
55338,functional
3315,functional
62411,functional
44380,functional
67518,functional
14299,non functional
49562,functional
56390,functional
6721,functional
45466,functional
34430,functional
25314,non functional
14119,functional
8218,non functional
58826,functional
3347,functional
65209,functional
15149,functional
58611,non functional
48750,non functional
35674,functional
41961,non functional
48812,non functional
60551,functional
42318,functional
17295,non functional
3024,functional
31612,functional
19598,functional
71357,functional
56135,functional
64604,functional
25672,non functional
44392,functional
48738,non functional
58474,functional
37377,non functional
40319,non functional
38029,non functional
53170,functional
50190,functional
66802,functional
74030,functional
14612,functional
39928,functional
7471,functional
48430,functional
34984,functional
8786,functional
2751,non functional
60578,non functional
17632,non functional
20077,functional
49407,functional
20427,functional
71368,functional
71308,functional
18764,non functional
9785,functional
1743,non functional
49976,non functional
5142,functional
13224,functional
38073,functional
35711,functional
3988,functional
9205,functional
46171,functional
15001,functional
33206,non functional
46425,functional
74099,functional needs repair
14041,functional
43989,non functional
28795,functional
50777,functional
3325,functional
42215,functional
29920,functional
42826,non functional
55212,functional
39537,functional
43814,functional
58252,functional
48764,functional
66818,non functional
30532,non functional
53458,functional
50722,functional
18154,functional
17719,non functional
5930,non functional
57520,functional needs repair
51351,functional
66807,functional
43438,functional
20409,non functional
28130,functional
71135,functional
30875,functional
9213,non functional
33341,functional
51458,non functional
7648,non functional
63666,non functional
21366,non functional
18911,functional
61076,functional
26404,non functional
38350,functional
16368,functional
20258,non functional
7859,functional
4405,functional
13917,functional
37518,functional
16777,functional
60400,functional
10073,functional
13350,functional
49688,functional
13955,functional
40918,non functional
13226,functional
